entity,political_lean,rank_change,total_engagements,engagements_change,posts,avg_engagements,total_views,Non_Twitter_Views,platforms
The Associated Press (AP),Neutral,25,4260518,986467,325,13109,109455226,109455226,[TikTok](https://tiktok.com/@apnews)
Harry Sisson,Left-Leaning,13,4230955,61581,78,54243,28884915,28884915,[TikTok](https://tiktok.com/@harryjsisson)
NBC Bay Area,Neutral,41,4186452,1782931,571,7332,69279242,69279242,[TikTok](https://www.tiktok.com/@nbcbayarea)
MeidasTouch,Left-Leaning,-6,4123056,-1855061,135,30541,34669384,34669384,[TikTok](https://tiktok.com/@meidastouch)
FOX 9 | KMSP Minneapolis,Neutral,-31,4097462,-10771216,78,52532,35927623,35927623,[TikTok](https://www.tiktok.com/@fox9mn)
ABC World News Tonight,Neutral,-14,3860159,-4123910,156,24745,65048241,65048241,[TikTok](https://www.tiktok.com/@abcworldnews)
CSPAN,Neutral,-17,3752860,-4524250,167,22472,60953874,60953874,[TikTok](https://tiktok.com/@cspanofficial)
News Nation,Neutral,6,3719057,-483939,365,10189,93244764,93244764,[TikTok](https://www.tiktok.com/@newsnationnow)
ItsLuke,Left-Leaning,133,3645750,3007747,11,331432,13702983,13702983,[TikTok](https://www.tiktok.com/@itsluke7)
Brian Tyler Cohen,Left-Leaning,3,3375614,-864731,89,37928,35452160,35452160,[TikTok](https://tiktok.com/@briantylercohen)
The Recount,Left-Leaning,13,3251621,-243669,71,45797,39797339,39797339,[TikTok](https://tiktok.com/@therecount)
CTVNews,Neutral,-7,3146486,-1732569,148,21260,60247421,60247421,[TikTok](https://www.tiktok.com/@ctvnews)
Trevor Noah,Left-Leaning,171,2912744,2446613,74,39361,30043872,30043872,[TikTok](https://www.tiktok.com/@trevornoah)
Under the Desk News,Left-Leaning,-7,2764432,-1978436,54,51193,14522024,14522024,[TikTok](https://tiktok.com/@underthedesknews)
CBS Chicago,Neutral,34,2746418,451959,147,18683,27595527,27595527,[TikTok](https://www.tiktok.com/@cbschicago)
Tell Williams,Left-Leaning,16,2687787,-197753,37,72643,15766900,15766900,[TikTok](https://www.tiktok.com/@mrwilliamsprek)
Tucker Carlson,Right-Leaning,38,2683301,495176,35,76666,30848081,30848081,[TikTok](https://tiktok.com/@tuckercarlson)
TizzyEnt,Left-Leaning,2,2652971,-1160505,49,54142,19619832,19619832,[TikTok](https://tiktok.com/@tizzyent)
Alex Pearlman,Left-Leaning,-16,2626827,-2584595,6,437805,11080200,11080200,[TikTok](https://tiktok.com/@pearlmania500)
Pink News,Left-Leaning,-16,2592898,-2305637,135,19207,30234928,30234928,[TikTok](https://tiktok.com/@pinknews)
USA Today,Neutral,-30,2574478,-5626660,137,18792,61142150,61142150,[TikTok](https://www.tiktok.com/@usatoday)
CNBC,Neutral,6,2516534,-462416,564,4462,79178960,79178960,"[TikTok](https://tiktok.com/@cnbc), [TikTok](https://www.tiktok.com/@cnbc)"
NBC 5 Chicago,Neutral,-11,2333168,-1996651,137,17030,28884099,28884099,[TikTok](https://www.tiktok.com/@nbcchicago)
Your Favorite Guy,Left-Leaning,1,2284774,-1185382,70,32640,10889978,10889978,[TikTok](https://tiktok.com/@yourfavoriteguy)
The Older Millennial,Right-Leaning,-7,2283762,-1730847,130,17567,14888621,14888621,[TikTok](https://www.tiktok.com/@theoldermillennial)
Fox 13 Seattle,Neutral,244,2257603,2013384,21,107505,14255556,14255556,[TikTok](https://www.tiktok.com/@fox13seattle)
Benjamín Zamora,Neutral,-6,2252063,-1441301,180,12511,43684942,43684942,[TikTok](https://tiktok.com/@benjaminzamoratv)
Dean Withers,Left-Leaning,-20,2250234,-2468957,11,204567,15732943,15732943,[TikTok](https://www.tiktok.com/@itsdeaann)
Johnny Palmadessa,Left-Leaning,-40,2230024,-6576282,71,31409,14570306,14570306,[TikTok](https://tiktok.com/@johnnypalmadessa)
The Real Cornpop,Left-Leaning,-1,2179882,-756667,121,18016,13930057,13930057,[TikTok](https://www.tiktok.com/@therealcornpop)
David Pakman Show,Left-Leaning,6,2176789,-465316,172,12656,22007346,22007346,[TikTok](https://tiktok.com/@davidpakmanshow)
Greg Johnstone,Left-Leaning,-23,2168177,-2549472,39,55594,15388199,15388199,[TikTok](https://tiktok.com/@johnstone.gregory)
Alicia Luncheon,Left-Leaning,30,2159994,334507,35,61714,12163937,12163937,[TikTok](https://tiktok.com/@theluncheonlawyer)
Marcus DiPaola,Neutral,35,2129829,418725,30,70994,12397100,12397100,[TikTok](https://tiktok.com/@marcus.dipaola)
Ro Khanna,Left-Leaning,200,2123679,1809385,28,75846,13422424,13422424,"[TikTok](https://www.tiktok.com/@reprokhanna), [TikTok](https://tiktok.com/@rokhannausa)"
Xaviaer DuRousseau,Right-Leaning,57,2062579,947812,41,50307,13906615,13906615,[TikTok](https://www.tiktok.com/@xaviaer)
Grace Unfiltered,Right-Leaning,21,2007289,-44138,159,12624,14381602,14381602,[TikTok](https://www.tiktok.com/@_thatonefitguy92)
The Krassensteins,Left-Leaning,9,1992431,-345873,181,11008,34095778,34095778,[TikTok](https://www.tiktok.com/@krassenstein)
Ashley St. Clair,Right-Leaning,,1978319,,1,1978319,12111515,12111515,[TikTok](https://www.tiktok.com/@ashstc)
Total Hypocrisy,Left-Leaning,10,1977632,-270099,170,11633,12841776,12841776,[TikTok](https://www.tiktok.com/@totalhypocrisy)
PBS News Hour,Neutral,-18,1971321,-1614660,245,8046,28967084,28967084,[TikTok](https://tiktok.com/@pbsnews)
NBC 4 Los Angeles,Neutral,84,1949799,1202873,116,16809,28169400,28169400,[TikTok](https://www.tiktok.com/@nbcla)
Brian Entin,Neutral,423,1908672,1856533,94,20305,35328300,35328300,[TikTok](https://www.tiktok.com/@brianentin)
Lisa Remillard,Neutral,13,1901347,-185749,25,76054,15354683,15354683,[TikTok](https://tiktok.com/@lisaremillard)
Dannie D,Left-Leaning,27,1897021,297426,263,7213,14771087,14771087,[TikTok](https://tiktok.com/@dannied01)
Hawk Podcast,Left-Leaning,6,1885128,-320629,242,7790,12059060,12059060,[TikTok](https://tiktok.com/@mdg650hawk7thacct)
Gerlyn Henry,Left-Leaning,299,1804974,1672446,18,100276,13598657,13598657,[TikTok](https://www.tiktok.com/@rev.gerlynhenry)
